ACCIDENT_NO,ACCIDENT_DATE,ACCIDENT_TIME,ACCIDENT_TYPE,ACCIDENT_TYPE_DESC,DAY_OF_WEEK,DAY_WEEK_DESC,DCA_CODE,DCA_DESC,LIGHT_CONDITION,NODE_ID,NO_OF_VEHICLES,NO_PERSONS_KILLED,NO_PERSONS_INJ_2,NO_PERSONS_INJ_3,NO_PERSONS_NOT_INJ,NO_PERSONS,POLICE_ATTEND,ROAD_GEOMETRY,ROAD_GEOMETRY_DESC,SEVERITY,SPEED_ZONE,RMA,LGA_NAME,LATITUDE,LONGITUDE,POSTCODE_CRASH,PED_OR_CYC,nearest_school,dist_to_gate_m
T20220020055,2022-05-09,15:25:00,1,Collision with vehicle,2,Monday,119,OTHER ADJACENT (INTERSECTIONS ONLY),1,23933,2,0,0,1,1,2,1,1,Cross intersection,3,60,Local Road,WYNDHAM,-37.88459,144.73285,3030.0,True,Preston HS,28859.2
T20250007659,2024-01-10,17:00:00,4,Collision with a fixed object,3,Tuesday,179,OTHER ACCIDENTS-OFF STRAIGHT NOT INCLUDED IN DCAs 170-175,1,816490,1,0,0,1,1,2,2,1,Cross intersection,3,888,Local Road,FRANKSTON,-38.126366,145.1604,3200.0,True,Preston HS,44836.1
T20250012103,2025-06-05,19:05:00,1,Collision with vehicle,2,Tuesday,121,RIGHT THROUGH,3,65967,2,0,0,1,1,2,1,2,T intersection,3,60,Local Road,BOROONDARA,-37.81611,145.06154,3126.0,True,Preston HS,9557.8
T20230005544,2023-08-03,09:37:00,1,Collision with vehicle,4,Wednesday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,37508,2,0,1,0,3,4,1,1,Cross intersection,2,60,Arterial Other,PORT PHILLIP,-37.83554,144.95613,3205.0,True,Preston HS,11355.2
T20230030775,2023-02-10,07:00:00,8,No collision and no object struck,2,Monday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),2,797583,1,0,0,1,0,1,2,5,Not at intersection,3,70,Arterial Other,WHITEHORSE,-37.851727,145.13242,3151.0,True,Preston HS,16459.9
T20230029015,2023-08-12,12:37:00,2,Struck Pedestrian,6,Friday,102,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT,1,37590,1,0,1,0,2,3,1,1,Cross intersection,2,60,Arterial Other,MELBOURNE,-37.83908,144.97658,3004.0,True,Preston HS,11155.3
T20240015490,2024-12-06,15:50:00,1,Collision with vehicle,4,Wednesday,130,REAR END(VEHICLES IN SAME LANE),1,805353,2,0,0,1,1,2,2,1,Cross intersection,3,60,Arterial Other,MELTON,-37.76339,144.73886,3023.0,True,Preston HS,23706.0
T20210000537,2021-08-01,11:05:00,1,Collision with vehicle,6,Friday,130,REAR END(VEHICLES IN SAME LANE),1,673328,2,0,1,1,1,3,1,5,Not at intersection,2,100,,HEPBURN,-37.28278,144.1566,3461.0,True,William Ruthven SC,87710.7
T20230021794,2023-09-09,22:40:00,1,Collision with vehicle,7,Saturday,121,RIGHT THROUGH,9,799682,2,0,1,0,1,2,2,1,Cross intersection,2,999,Local Road,YARRA,-37.794037,144.98822,3068.0,True,Preston HS,6051.6
T20240031500,2024-02-11,09:00:00,8,No collision and no object struck,7,Saturday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),1,812135,1,0,0,1,0,1,2,5,Not at intersection,3,100,Arterial Highway,EAST GIPPSLAND,-37.13149,147.52077,3898.0,True,Reservoir HS,229589.7
T20230012834,2023-01-06,19:18:00,1,Collision with vehicle,5,Thursday,150,HEAD ON(OVERTAKING),5,780275,2,1,0,0,2,3,1,5,Not at intersection,1,80,Arterial Other,WYNDHAM,-37.918045,144.6927,3030.0,True,Preston HS,33866.5
T20230005863,2023-11-03,13:40:00,6,Vehicle overturned (no collision),7,Saturday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),1,774037,1,0,1,0,0,1,1,5,Not at intersection,2,60,Arterial Other,MACEDON RANGES,-37.355873,144.52837,3442.0,True,William Ruthven SC,56451.2
T20240022789,2024-07-09,15:45:00,1,Collision with vehicle,7,Saturday,130,REAR END(VEHICLES IN SAME LANE),1,808359,2,0,0,1,1,2,1,5,Not at intersection,3,60,Arterial Other,GLEN EIRA,-37.89083,145.0663,3163.0,True,Preston HS,17378.8
T20240023954,2024-07-09,10:12:00,8,No collision and no object struck,7,Saturday,179,OTHER ACCIDENTS-OFF STRAIGHT NOT INCLUDED IN DCAs 170-175,1,762370,1,0,0,1,0,1,2,5,Not at intersection,3,60,Local Road,WHITTLESEA,-37.638145,145.02164,3076.0,True,William Ruthven SC,6697.5
T20250012620,2025-11-05,18:00:00,2,Struck Pedestrian,1,Sunday,100,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,5,818680,1,0,1,0,2,3,1,5,Not at intersection,2,80,Arterial Highway,BASS COAST,-38.626076,145.71275,3996.0,True,Preston HS,116077.7
T20220018580,2022-10-08,16:10:00,6,Vehicle overturned (no collision),4,Wednesday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),1,782669,1,0,0,1,0,1,2,5,Not at intersection,3,999,Local Road,YARRA RANGES,-37.88728,145.62178,3139.0,True,Reservoir HS,55178.6
T20240014210,2024-03-06,18:20:00,1,Collision with vehicle,2,Monday,130,REAR END(VEHICLES IN SAME LANE),3,806974,2,0,0,1,1,2,1,2,T intersection,3,60,Arterial Other,MARIBYRNONG,-37.77931,144.8744,3012.0,True,Preston HS,12392.4
T20210008108,2021-07-04,10:30:00,2,Struck Pedestrian,4,Wednesday,108,PED STRUCK WALKING TO/FROM OR BOARDING/ALIGHTING VEHICLE.,1,680676,1,0,0,1,1,2,1,5,Not at intersection,3,50,Local Road,EAST GIPPSLAND,-37.824642,147.63113,3875.0,True,Reservoir HS,228948.1
T20220012876,2022-07-06,11:09:00,1,Collision with vehicle,3,Tuesday,136,RIGHT TURN SIDESWIPE,1,29418,2,0,0,1,1,2,1,1,Cross intersection,3,60,Local Road,MELBOURNE,-37.813004,144.9598,3000.0,True,Preston HS,8952.4
T20220005796,2022-11-03,09:15:00,1,Collision with vehicle,5,Friday,130,REAR END(VEHICLES IN SAME LANE),1,731447,2,0,0,1,1,2,2,1,Cross intersection,3,40,Arterial Highway,MONASH,-37.91398,145.12193,3168.0,True,Preston HS,21649.3
T20230011111,2023-11-05,12:30:00,2,Struck Pedestrian,4,Thursday,100,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,1,38042,1,0,0,1,2,3,2,1,Cross intersection,3,40,Local Road,DAREBIN,-37.77413,145.01663,3078.0,True,Preston HS,3702.1
T20220027898,2022-08-12,18:08:00,2,Struck Pedestrian,4,Thursday,100,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,1,36354,1,0,0,1,1,2,1,2,T intersection,3,60,,MARIBYRNONG,-37.768997,144.8867,3032.0,True,Preston HS,11011.5
T20240016893,2024-01-07,15:00:00,4,Collision with a fixed object,2,Monday,181,OFF RIGHT BEND INTO OBJECT/PARKED VEHICLE,1,806015,1,0,1,0,0,1,2,5,Not at intersection,2,999,Local Road,EAST GIPPSLAND,-37.70613,147.61313,3875.0,True,Reservoir HS,227272.9
T20250021093,2025-09-08,17:15:00,8,No collision and no object struck,6,Saturday,180,OFF CARRIAGEWAY ON RIGHT BEND,1,821869,1,0,1,0,0,1,1,1,Cross intersection,2,100,Local Road,WHITTLESEA,-37.572556,145.14392,3755.0,True,William Ruthven SC,18549.2
T20250020900,2025-07-08,17:04:00,1,Collision with vehicle,5,Thursday,116,LEFT NEAR (INTERSECTIONS ONLY),2,48175,2,0,1,0,1,2,1,2,T intersection,2,60,Local Road,FRANKSTON,-38.08804,145.12766,3198.0,True,Preston HS,39937.1
T20240022419,2024-03-09,12:10:00,1,Collision with vehicle,3,Tuesday,147,VEHICLE STRIKES ANOTHER VEH WHILE EMERGING FROM DRIVEWAY,1,808134,2,0,1,0,1,2,1,5,Not at intersection,2,30,Arterial Highway,MORNINGTON PENINSULA,-38.2178,145.06015,3931.0,True,Preston HS,53143.7
T20230029408,2023-12-12,15:48:00,2,Struck Pedestrian,2,Tuesday,101,PED EMERGES FROM IN FRONT OF PARKED OR STATIONARY VEHICLE,1,795581,1,0,0,1,1,2,1,5,Not at intersection,3,50,Local Road,FRANKSTON,-38.125965,145.1516,3200.0,True,Preston HS,44568.0
T20230008123,2023-06-04,06:54:00,1,Collision with vehicle,5,Thursday,142,LEAVING PARKING,2,788040,2,0,1,0,1,2,1,5,Not at intersection,2,60,Arterial Highway,BENDIGO,-36.776085,144.25417,3555.0,True,William Ruthven SC,121941.5
T20230010942,2023-10-05,14:25:00,2,Struck Pedestrian,3,Wednesday,102,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT,1,35352,1,0,0,1,1,2,2,1,Cross intersection,3,40,Arterial Other,MELBOURNE,-37.826637,144.95764,3006.0,True,Preston HS,10396.7
T20230010492,2023-04-05,16:00:00,1,Collision with vehicle,5,Thursday,130,REAR END(VEHICLES IN SAME LANE),1,29623,2,0,0,1,1,2,1,1,Cross intersection,3,80,Arterial Highway,WHITEHORSE,-37.862015,145.16922,3150.0,True,Preston HS,19541.4
T20240010920,2024-01-05,06:20:00,5,collision with some other object,4,Wednesday,166,STRUCK OBJECT ON CARRIAGEWAY,2,802448,2,0,1,0,1,2,1,5,Not at intersection,2,100,Freeway,WYNDHAM,-37.874454,144.73228,3030.0,True,Preston HS,28298.5
T20230003768,2023-11-02,15:44:00,1,Collision with vehicle,6,Saturday,130,REAR END(VEHICLES IN SAME LANE),1,759598,2,0,0,1,2,3,2,5,Not at intersection,3,999,Arterial Highway,DAREBIN,-37.752804,144.99503,3071.0,True,Preston HS,1628.1
T20250017844,2025-04-07,16:25:00,1,Collision with vehicle,6,Friday,130,REAR END(VEHICLES IN SAME LANE),1,822998,2,0,0,1,1,2,1,5,Not at intersection,3,100,Freeway,BRIMBANK,-37.799694,144.79233,3020.0,True,Preston HS,19948.5
T20250020952,2025-08-08,08:15:00,1,Collision with vehicle,5,Friday,116,LEFT NEAR (INTERSECTIONS ONLY),1,821033,2,0,0,1,1,2,2,1,Cross intersection,3,50,Local Road,HOBSONS BAY,-37.839348,144.85507,3025.0,True,Preston HS,17215.3
T20240006330,2024-07-03,15:00:00,2,Struck Pedestrian,5,Thursday,101,PED EMERGES FROM IN FRONT OF PARKED OR STATIONARY VEHICLE,1,802834,1,1,0,0,1,2,9,5,Not at intersection,1,888,Arterial Other,PORT PHILLIP,-37.851234,144.98125,3004.0,True,Preston HS,12389.6
T20220022675,2022-08-10,12:23:00,2,Struck Pedestrian,7,Saturday,107,PED ON FOOTHPATH STRUCK BY VEHENTERING/LEAVING DRIVEWAY.,1,786673,1,0,1,0,1,2,1,5,Not at intersection,2,999,Local Road,DAREBIN,-37.69967,145.00494,3073.0,True,William Ruthven SC,388.0
T20220002711,2022-08-02,11:00:00,8,No collision and no object struck,3,Tuesday,182,OFF CARRIAGEWAY ON LEFT BEND,1,708280,1,0,1,0,0,1,1,5,Not at intersection,2,100,Local Road,GOLDEN PLAINS,-37.72097,143.61658,3351.0,True,William Ruthven SC,121991.1
T20220010155,2022-06-05,08:30:00,1,Collision with vehicle,5,Friday,147,VEHICLE STRIKES ANOTHER VEH WHILE EMERGING FROM DRIVEWAY,1,717081,2,0,0,2,1,3,1,5,Not at intersection,3,999,Local Road,WHITTLESEA,-37.66447,145.00671,3075.0,True,William Ruthven SC,3581.0
T20250012604,2025-11-05,16:20:00,2,Struck Pedestrian,0,Sunday,102,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT,1,818203,1,0,1,0,2,3,1,5,Not at intersection,2,60,Arterial Other,BANYULE,-37.781384,145.06334,3079.0,True,Preston HS,6626.7
T20210022703,2021-10-11,06:14:00,2,Struck Pedestrian,4,Wednesday,100,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,3,700786,1,0,1,0,1,2,1,5,Not at intersection,2,60,Arterial Highway,MELBOURNE,-37.821297,144.96689,3006.0,True,Preston HS,9530.2
T20230001952,2023-07-01,16:30:00,8,No collision and no object struck,7,Saturday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),1,750228,1,0,0,1,0,1,2,5,Not at intersection,3,999,Local Road,MACEDON RANGES,-37.260525,144.6207,3435.0,True,William Ruthven SC,59063.9
T20210025212,2021-09-12,15:45:00,2,Struck Pedestrian,4,Thursday,102,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT,1,699656,1,0,0,1,1,2,1,4,Multiple intersection,3,40,Arterial Other,GLEN EIRA,-37.8815,145.03464,3145.0,True,Preston HS,15732.2
T20240019510,2024-02-08,09:57:00,2,Struck Pedestrian,6,Friday,102,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT,1,813805,1,0,0,1,1,2,1,5,Not at intersection,3,50,Local Road,WHITEHORSE,-37.83731,145.11108,3127.0,True,Preston HS,14018.3
T20250009469,2025-08-04,08:45:00,5,collision with some other object,2,Tuesday,166,STRUCK OBJECT ON CARRIAGEWAY,1,817839,1,0,0,1,0,1,1,5,Not at intersection,3,888,Local Road,EAST GIPPSLAND,-37.26446,148.12119,3885.0,True,Reservoir HS,277470.2
T20210019325,2021-09-09,16:26:00,1,Collision with vehicle,5,Thursday,163,VEHICLE STRIKES DOOR OF PARKED/STATIONARY VEHICLE,1,781192,2,0,0,1,1,2,1,5,Not at intersection,3,60,Local Road,GLEN EIRA,-37.86363,145.01927,3161.0,True,Preston HS,13600.1
T20240011415,2024-05-05,16:15:00,1,Collision with vehicle,1,Sunday,121,RIGHT THROUGH,1,805261,2,0,1,0,1,2,1,5,Not at intersection,2,60,Local Road,MELTON,-37.684456,144.56602,3337.0,True,William Ruthven SC,38473.0
T20230013265,2023-07-06,16:50:00,1,Collision with vehicle,4,Wednesday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),2,39673,2,0,1,1,0,2,1,1,Cross intersection,2,60,Local Road,MAROONDAH,-37.794605,145.24155,3134.0,True,Reservoir HS,20305.0
T20250004076,2025-06-02,18:00:00,1,Collision with vehicle,4,Thursday,147,VEHICLE STRIKES ANOTHER VEH WHILE EMERGING FROM DRIVEWAY,1,815099,2,0,0,1,1,2,2,5,Not at intersection,3,50,Local Road,DAREBIN,-37.71637,144.99846,3073.0,True,William Ruthven SC,2240.7
T20210005196,2021-09-03,12:30:00,2,Struck Pedestrian,2,Tuesday,106,VEH STRIKES PED ON FOOTPATH/MEDIAN/TRAFFIC ISLAND.,1,678691,1,0,0,1,1,2,1,5,Not at intersection,3,40,Local Road,GEELONG,-38.115505,144.65395,3223.0,True,Preston HS,51836.8
T20210012757,2021-12-02,16:30:00,1,Collision with vehicle,6,Friday,137,LEFT TURN SIDESWIPE,9,29832,2,0,0,1,1,2,2,2,T intersection,3,60,Arterial Other,MOONEE VALLEY,-37.7755,144.9284,3032.0,True,Preston HS,7873.5
T20250020657,2025-05-08,11:00:00,1,Collision with vehicle,3,Tuesday,113,RIGHT NEAR (INTERSECTIONS ONLY),1,822167,2,0,1,0,1,2,1,2,T intersection,2,999,Local Road,SHEPPARTON,-36.390797,145.41553,3630.0,True,William Ruthven SC,149737.0
T20210015125,2021-07-07,06:40:00,1,Collision with vehicle,4,Wednesday,132,RIGHT REAR.,2,688024,2,0,0,1,1,2,2,5,Not at intersection,3,60,Arterial Highway,PORT PHILLIP,-37.85673,144.9827,3182.0,True,Preston HS,12969.2
T20220002381,2022-03-02,08:35:00,1,Collision with vehicle,5,Thursday,147,VEHICLE STRIKES ANOTHER VEH WHILE EMERGING FROM DRIVEWAY,1,706798,2,0,0,1,1,2,2,5,Not at intersection,3,999,Local Road,WHITTLESEA,-37.657547,145.07242,3082.0,True,William Ruthven SC,7492.4
T20230007945,2023-04-04,12:50:00,1,Collision with vehicle,3,Tuesday,137,LEFT TURN SIDESWIPE,1,765899,2,0,0,1,1,2,1,2,T intersection,3,999,Local Road,WELLINGTON,-38.108055,147.0641,3850.0,True,Reservoir HS,183566.7
T20230002750,2023-01-02,12:40:00,1,Collision with vehicle,3,Wednesday,112,LEFT FAR (INTERSECTIONS ONLY),1,44362,2,0,0,1,1,2,2,4,Multiple intersection,3,999,,WYNDHAM,-37.907185,144.67249,3030.0,True,Preston HS,34674.8
T20240024813,2024-01-10,18:50:00,1,Collision with vehicle,2,Tuesday,140,U TURN,2,810476,2,0,0,1,1,2,2,5,Not at intersection,3,40,Arterial Other,BOROONDARA,-37.822514,145.03453,3122.0,True,Preston HS,9303.8
T20250011650,2025-02-05,06:21:00,1,Collision with vehicle,6,Friday,140,U TURN,1,818139,2,0,1,0,1,2,1,5,Not at intersection,2,60,Arterial Other,MORNINGTON PENINSULA,-38.224957,145.17673,3912.0,True,Preston HS,55754.3
T20250022522,2025-02-08,10:00:00,8,No collision and no object struck,6,Saturday,184,OUT OF CONTROL ON CARRIAGEWAY (ON BEND),1,821640,1,0,0,1,0,1,2,5,Not at intersection,3,999,Local Road,BAW BAW,-38.00521,146.48631,3856.0,True,Reservoir HS,131703.0
T20220010639,2022-11-05,12:20:00,1,Collision with vehicle,4,Wednesday,163,VEHICLE STRIKES DOOR OF PARKED/STATIONARY VEHICLE,1,712117,3,1,0,1,0,2,1,5,Not at intersection,1,100,Local Road,WANGARATTA,-36.47379,146.52893,3678.0,True,William Ruthven SC,191847.9
T20230005360,2023-06-03,13:50:00,1,Collision with vehicle,2,Monday,121,RIGHT THROUGH,1,54820,2,0,0,1,1,2,1,2,T intersection,3,60,Arterial Other,BRIMBANK,-37.76416,144.75815,3023.0,True,Preston HS,22029.0
T20250013081,2025-06-05,17:50:00,2,Struck Pedestrian,3,Tuesday,107,PED ON FOOTHPATH STRUCK BY VEHENTERING/LEAVING DRIVEWAY.,3,812857,1,0,0,1,2,3,2,5,Not at intersection,3,888,Arterial Other,BANYULE,-37.73846,145.05937,3084.0,True,Reservoir HS,3183.7
T20250004281,2025-08-01,19:30:00,8,No collision and no object struck,4,Wednesday,194,PARKED CAR RUN AWAY,9,815236,1,0,0,1,1,2,2,5,Not at intersection,3,60,Local Road,COLAC OTWAY,-38.348133,143.57353,3250.0,True,Preston HS,142498.3
T20220004660,2022-02-03,11:30:00,2,Struck Pedestrian,4,Wednesday,100,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,1,784635,1,0,0,1,2,3,2,5,Not at intersection,3,999,Local Road,DAREBIN,-37.738804,145.03183,3072.0,True,Reservoir HS,1836.5
T20230003470,2021-06-11,09:30:00,7,Fall from or in moving vehicle,7,Saturday,179,OTHER ACCIDENTS-OFF STRAIGHT NOT INCLUDED IN DCAs 170-175,9,754073,1,0,0,1,0,1,2,1,Cross intersection,3,40,Local Road,MELBOURNE,-37.801212,144.97426,3053.0,True,Preston HS,7219.6
T20250015239,2025-07-06,06:50:00,1,Collision with vehicle,7,Saturday,133,LANE SIDE SWIPE (VEHICLES IN PARALLEL LANES),5,41507,2,0,1,0,1,2,1,1,Cross intersection,2,60,Arterial Highway,GLEN EIRA,-37.908142,145.07417,3165.0,True,Preston HS,19422.4
T20240031032,2024-04-12,09:53:00,1,Collision with vehicle,4,Wednesday,137,LEFT TURN SIDESWIPE,1,35350,2,0,1,0,1,2,1,1,Cross intersection,2,40,Local Road,MELBOURNE,-37.812737,144.95688,3000.0,True,Preston HS,9048.5
T20230011110,2023-11-05,18:15:00,1,Collision with vehicle,4,Thursday,137,LEFT TURN SIDESWIPE,3,812318,3,0,0,2,1,3,2,2,T intersection,3,60,Arterial Other,PORT PHILLIP,-37.877106,144.97711,3184.0,True,Preston HS,15285.2
T20240025258,2024-07-10,08:41:00,2,Struck Pedestrian,2,Monday,104,PED WALKING WITH TRAFFIC,1,809986,2,0,1,0,1,2,1,5,Not at intersection,2,50,Local Road,MITCHELL,-37.41978,144.97998,3756.0,True,William Ruthven SC,30841.1
T20210025703,2021-12-12,08:10:00,6,Vehicle overturned (no collision),0,Sunday,184,OUT OF CONTROL ON CARRIAGEWAY (ON BEND),1,699712,1,0,0,2,0,2,2,1,Cross intersection,3,999,Local Road,STRATHBOGIE,-36.83358,145.33195,3665.0,True,William Ruthven SC,100275.1
T20250000897,2025-12-01,03:00:00,1,Collision with vehicle,0,Sunday,160,VEHICLE COLLIDES WITH VEHICLE PARKED ON LEFT OF ROAD,3,264456,2,0,1,0,0,1,1,2,T intersection,2,50,Local Road,MARIBYRNONG,-37.78896,144.87032,3012.0,True,Preston HS,13121.6
T20250006373,2025-08-03,19:30:00,1,Collision with vehicle,7,Saturday,121,RIGHT THROUGH,1,816452,2,0,1,0,1,2,1,5,Not at intersection,2,50,Local Road,MANSFIELD,-37.137863,145.9775,3713.0,True,Reservoir HS,105985.5
T20240014082,2024-02-06,12:31:00,2,Struck Pedestrian,1,Sunday,102,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT,1,812026,1,0,0,1,1,2,1,1,Cross intersection,3,60,Arterial Highway,CASEY,-38.108044,145.2834,3977.0,True,Preston HS,47399.5
T20240007118,2024-09-02,16:10:00,2,Struck Pedestrian,6,Friday,101,PED EMERGES FROM IN FRONT OF PARKED OR STATIONARY VEHICLE,1,800216,1,0,0,1,0,1,2,5,Not at intersection,3,50,Local Road,CASEY,-37.993908,145.24454,3177.0,True,Preston HS,34941.3
T20230026486,2023-11-11,17:00:00,1,Collision with vehicle,7,Saturday,130,REAR END(VEHICLES IN SAME LANE),1,140755,2,0,0,1,1,2,1,5,Not at intersection,3,60,Arterial Other,BAYSIDE,-37.934563,144.99551,3188.0,True,Preston HS,21469.5
T20220002743,2022-08-02,16:32:00,4,Collision with a fixed object,3,Tuesday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,706895,2,0,1,0,2,3,1,5,Not at intersection,2,50,Local Road,CASEY,-37.967415,145.24721,3802.0,True,Preston HS,32776.9
T20250011884,2025-04-05,16:00:00,2,Struck Pedestrian,0,Sunday,100,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,1,49871,1,0,0,1,1,2,1,1,Cross intersection,3,40,Local Road,GEELONG,-38.138077,144.3488,3218.0,True,Preston HS,72630.9
T20230012383,2023-08-04,12:00:00,2,Struck Pedestrian,7,Saturday,100,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,1,776049,1,0,0,1,1,2,2,5,Not at intersection,3,40,Local Road,WELLINGTON,-38.106094,147.0655,3850.0,True,Reservoir HS,183637.7
T20220020401,2022-06-09,17:30:00,8,No collision and no object struck,3,Tuesday,179,OTHER ACCIDENTS-OFF STRAIGHT NOT INCLUDED IN DCAs 170-175,9,754089,1,0,1,0,0,1,2,2,T intersection,2,50,Local Road,CASEY,-37.992218,145.26259,3802.0,True,Preston HS,35762.5
T20220022549,2022-06-10,18:15:00,1,Collision with vehicle,5,Thursday,148,VEHICLE OFF FOOTPATH STRIKES VEH ON CARRIAGEWAY,1,783732,2,0,0,1,1,2,1,5,Not at intersection,3,50,Local Road,MOONEE VALLEY,-37.776405,144.92236,3032.0,True,Preston HS,8389.7
T20240022484,2024-04-09,07:20:00,1,Collision with vehicle,4,Wednesday,130,REAR END(VEHICLES IN SAME LANE),1,808178,4,0,1,0,4,5,1,5,Not at intersection,2,100,Freeway,MERRI-BEK,-37.69226,144.95164,3046.0,True,William Ruthven SC,4543.1
T20250003300,2025-07-02,10:43:00,1,Collision with vehicle,6,Friday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,814864,2,0,1,0,1,2,1,1,Cross intersection,2,50,Local Road,BANYULE,-37.707466,145.08331,3087.0,True,Reservoir HS,5024.4
T20220007526,2022-04-04,14:35:00,1,Collision with vehicle,1,Monday,148,VEHICLE OFF FOOTPATH STRIKES VEH ON CARRIAGEWAY,1,711600,2,0,0,1,1,2,1,1,Cross intersection,3,60,,CAMPASPE,-36.124943,144.7522,3564.0,True,William Ruthven SC,176170.1
T20240028569,2024-09-11,11:45:00,1,Collision with vehicle,6,Saturday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,825050,2,0,1,0,1,2,1,1,Cross intersection,2,60,Local Road,MELTON,-37.704273,144.72624,3336.0,True,William Ruthven SC,24363.5
T20210008052,2021-10-04,22:20:00,2,Struck Pedestrian,7,Saturday,105,PED WALKING AGAINST TRAFFIC.,3,680483,1,0,0,1,3,4,1,5,Not at intersection,3,60,Arterial Other,BALLARAT,-37.561935,143.87057,3350.0,True,William Ruthven SC,100841.7
T20230013312,2023-12-05,08:30:00,1,Collision with vehicle,5,Friday,147,VEHICLE STRIKES ANOTHER VEH WHILE EMERGING FROM DRIVEWAY,1,804244,2,0,0,1,1,2,2,5,Not at intersection,3,999,Local Road,KNOX,-37.87012,145.26395,3156.0,True,Reservoir HS,26353.9
T20240019469,2024-01-08,15:15:00,2,Struck Pedestrian,4,Thursday,100,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,1,806963,1,0,0,1,1,2,1,5,Not at intersection,3,50,Local Road,HUME,-37.68997,144.92007,3047.0,True,William Ruthven SC,7332.5
T20240016878,2024-07-01,11:00:00,2,Struck Pedestrian,1,Sunday,107,PED ON FOOTHPATH STRUCK BY VEHENTERING/LEAVING DRIVEWAY.,1,806076,1,0,0,1,1,2,2,5,Not at intersection,3,888,Arterial Highway,GEELONG,-38.181435,144.33765,3216.0,True,Preston HS,76389.0
T20230023411,2023-07-10,12:39:00,6,Vehicle overturned (no collision),7,Saturday,182,OFF CARRIAGEWAY ON LEFT BEND,1,782503,1,0,1,0,0,1,1,5,Not at intersection,2,80,Arterial Other,TOWONG,-36.16227,147.58075,3701.0,True,Reservoir HS,285473.8
T20240028110,2024-03-11,11:30:00,5,collision with some other object,1,Sunday,166,STRUCK OBJECT ON CARRIAGEWAY,1,810535,1,0,1,0,0,1,2,5,Not at intersection,2,50,Local Road,MANSFIELD,-37.23935,146.57549,3723.0,True,Reservoir HS,146616.6
T20230025821,2023-04-11,16:57:00,1,Collision with vehicle,7,Saturday,137,LEFT TURN SIDESWIPE,1,290258,2,0,1,0,1,2,1,1,Cross intersection,2,60,Arterial Other,MELBOURNE,-37.85022,144.98064,3004.0,True,Preston HS,12288.8
T20240005222,2024-01-03,09:30:00,2,Struck Pedestrian,6,Friday,102,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT,1,48740,1,0,0,1,1,2,2,1,Cross intersection,3,50,Local Road,WYNDHAM,-37.898937,144.6511,3030.0,True,Preston HS,35825.9
T20240030846,2024-02-12,07:42:00,1,Collision with vehicle,2,Monday,147,VEHICLE STRIKES ANOTHER VEH WHILE EMERGING FROM DRIVEWAY,1,811986,2,0,1,0,1,2,1,5,Not at intersection,2,50,Local Road,BOROONDARA,-37.87016,145.07738,3147.0,True,Preston HS,15561.4
T20250006412,2025-08-03,13:20:00,6,Vehicle overturned (no collision),7,Saturday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),1,817976,1,0,0,1,0,1,2,5,Not at intersection,3,50,Local Road,MERRI-BEK,-37.719418,144.96939,3060.0,True,William Ruthven SC,3899.8
T20220020284,2022-08-09,11:32:00,1,Collision with vehicle,5,Thursday,134,LANE CHANGE RIGHT (NOT OVERTAKING),1,738364,2,0,1,0,1,2,1,5,Not at intersection,2,100,Freeway,GEELONG,-38.028885,144.43344,3212.0,True,Preston HS,59617.7
T20230014293,2023-04-06,15:30:00,7,Fall from or in moving vehicle,0,Sunday,190,FELL IN/FROM VEHICLE,9,783573,1,0,0,1,0,1,2,5,Not at intersection,3,80,Local Road,CARDINIA,-37.90721,145.59453,3783.0,True,Reservoir HS,53728.2
